source,subtype,hemisphere,year,season_label,display_method,combo_type,combo,component,component_definition,method,score_column,truth_clade,pred_clade,score,correct,available_prediction,filled_from_previous_year,prediction_fill_note,n_candidate_clades,n_tied_max
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.3a1,3C.3a1,-0.720797,True,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.3a1,3C.2a1b.1,0.561118,False,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.3a1,3C.2a1b.2,-1.558126,False,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.3a1,3C.2a1b.2,0.514881,False,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.3a1,3C.2a1b.1,-0.021926,False,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.3a1,3C.2a1b.1,0.719666,False,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.3a1,3C.2a1b.2,-0.823226,False,True,False,,,
FutureFlu_HA1,H3N2,north,2019,2019-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.3a1,3C.2a1b.2,0.526531,False,True,False,,,
EVEscape,H3N2,south,2020,2020-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.3a1,3C.2a1b.1b,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2020,2020-S,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.3a1,3C.3a1,1.0,True,True,False,,6.0,1.0
EVEscape,H3N2,south,2020,2020-S,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.3a1,3C.2a1b.1b,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2020,2020-S,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.3a1,3C.2a1b.1b,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2020,2020-S,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.3a1,3C.2a1b.1b,1.0,False,True,False,,6.0,1.0
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.3a1,3C.3a1,-0.030286,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.3a1,3C.3a1,0.697249,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.3a1,3C.2a1b.1b,-0.13578,False,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.3a1,3C.3a1,0.279358,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.3a1,3C.3a1,-0.827355,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.3a1,3C.3a1,0.659834,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.3a1,3C.2a1b.2b,-0.836311,False,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.3a1,3C.3a1,0.264444,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.3a1,3C.3a1,-1.591975,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.3a1,3C.3a1,0.644665,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.3a1,3C.3a,-0.03355,False,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.3a1,3C.2a1b.2,0.483936,False,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.3a1,3C.3a1,-0.963445,True,True,False,,,
FutureFlu_HA1,H3N2,south,2020,2020-S,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.3a1,3C.3a1,0.634309,True,True,False,,,
EVEscape,H3N2,north,2020,2020-N,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.2a1b.2a.2,3C.3a1,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2020,2020-N,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.2a1b.2a.2,3C.2a1b.2b,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2020,2020-N,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.2a1b.2a.2,3C.3a1,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2020,2020-N,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.2a1b.2a.2,3C.3a1,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2020,2020-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.2a1b.2a.2,3C.3a1,1.0,False,True,False,,7.0,1.0
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.2a1b.2a.2,3C.3a1,-0.040067,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.2a1b.2a.2,3C.2a1b.2b,0.36698,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.2a1b.2a.2,3C.3a1,-0.034133,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.2a1b.2a.2,3C.3a1,0.428797,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.2a1b.2a.2,3C.3a1,-0.267919,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.2a1b.2a.2,3C.3a1,0.485999,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.2a1b.2a.2,3C.3a1,-0.732356,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.2a1b.2a.2,3C.3a1,0.419371,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.2a1b.2a.2,3C.3a1,-1.127795,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.2a1b.2a.2,3C.3a1,0.413224,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.2a1b.2a.2,3C.2a1b.2b,-0.015636,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.2a1b.2a.2,3C.2a1b.2b,0.435843,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.2a1b.2a.2,3C.2a1b.2b,-0.638231,False,True,False,,,
FutureFlu_HA1,H3N2,north,2020,2020-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.2a1b.2a.2,3C.2a1b.2b,0.422252,False,True,False,,,
EVEscape,H3N2,south,2021,2021-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.2a1b.2a.2c,3C.3a1,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2021,2021-S,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.2a1b.2a.2c,3C.3a1,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2021,2021-S,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.2a1b.2a.2c,3C.2a1b.1a,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2021,2021-S,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.2a1b.2a.2c,3C.3a1,1.0,False,True,False,,6.0,1.0
EVEscape,H3N2,south,2021,2021-S,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.2a1b.2a.2c,3C.3a1,1.0,False,True,False,,6.0,1.0
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.2a1b.2a.2c,3C.3a1,-0.032036,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.600456,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.2a1b.2a.2c,3C.3a1,-0.133237,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.510796,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.2a1b.2a.2c,3C.3a1,-0.40335,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.629799,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.2a1b.2a.2c,3C.2a1b.1a,-0.820865,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.496309,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.2a1b.2a.2c,3C.3a1,-1.157069,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.610433,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.2a1b.2a.2c,3C.2a1b.1a,-0.619567,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.423732,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.2a1b.2a.2c,3C.3a1,-0.837341,False,True,False,,,
FutureFlu_HA1,H3N2,south,2021,2021-S,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.2a1b.2a.2c,3C.3a1,0.551388,False,True,False,,,
EVEscape,H3N2,north,2021,2021-N,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,0.0,False,True,False,,1.0,1.0
EVEscape,H3N2,north,2021,2021-N,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,0.0,False,True,False,,1.0,1.0
EVEscape,H3N2,north,2021,2021-N,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,0.0,False,True,False,,1.0,1.0
EVEscape,H3N2,north,2021,2021-N,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,0.0,False,True,False,,1.0,1.0
EVEscape,H3N2,north,2021,2021-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,0.0,False,True,False,,1.0,1.0
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-0.693147,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-0.693147,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-1.386294,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-1.386294,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-2.079442,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-0.693147,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,-1.386294,False,True,False,,,
FutureFlu_HA1,H3N2,north,2021,2021-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.2a1b.2a.2a.1a,3C.2a1b.2a.1a,1.0,False,True,False,,,
EVEscape,H3N2,south,2022,2022-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.2a1b.2a.2a.1,3C.2a1b.2a.2a.2,1.0,False,True,False,,4.0,1.0
EVEscape,H3N2,south,2022,2022-S,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,1.0,False,True,False,,4.0,1.0
EVEscape,H3N2,south,2022,2022-S,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,1.0,False,True,False,,4.0,1.0
EVEscape,H3N2,south,2022,2022-S,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.2a1b.2a.2a.1,3C.2a1b.2a.2a.2,1.0,False,True,False,,4.0,1.0
EVEscape,H3N2,south,2022,2022-S,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.2a1b.2a.2a.1,3C.2a1b.2a.2a.2,1.0,False,True,False,,4.0,1.0
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,-0.050565,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.645215,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2a.2,-0.109072,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.518488,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,-0.585917,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.676381,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2a.2,-0.794633,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.537295,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,-1.235725,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.685436,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,-0.628283,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.371425,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,-0.544815,False,True,False,,,
FutureFlu_HA1,H3N2,south,2022,2022-S,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.2a1b.2a.2a.1,3C.2a1b.2a.2d,0.710063,False,True,False,,,
EVEscape,H3N2,north,2022,2022-N,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.2a1b.2a.2b,3C.2a1b.2a.2a.3,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2022,2022-N,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2022,2022-N,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2022,2022-N,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.2a1b.2a.2b,3C.2a1b.2a.2a.3,1.0,False,True,False,,7.0,1.0
EVEscape,H3N2,north,2022,2022-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.2a1b.2a.2b,3C.2a1b.2a.2a.3,1.0,False,True,False,,7.0,1.0
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,-0.069268,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.486282,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.3,-0.061662,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.475433,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,-0.406675,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.509897,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,-0.723664,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.489741,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,-1.075299,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.521106,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1,-0.62938,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.429425,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,-0.594765,False,True,False,,,
FutureFlu_HA1,H3N2,north,2022,2022-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.2a1b.2a.2b,3C.2a1b.2a.2a.1a,0.52418,False,True,False,,,
EVEscape,H3N2,south,2023,2023-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.2a1b.2a.2a.3a.1,3C.2a1b.2a.2a.3a.1,1.0,True,True,False,,11.0,1.0
