source,subtype,hemisphere,year,season_label,display_method,combo_type,combo,component,component_definition,method,score_column,truth_clade,pred_clade,score,correct,available_prediction,filled_from_previous_year,prediction_fill_note,n_candidate_clades,n_tied_max
EVEscape,H1N1,north,2022,2022-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,3.0,1.0
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,6B.1A.5a.2a,6B.1A.5a.1,-0.660543,False,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.526421,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.653795,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.534285,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-1.322881,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.532878,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.867668,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.720758,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.636098,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.991491,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.213873,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.715557,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.007642,True,True,False,,,
FutureFlu_HA1,H1N1,north,2022,2022-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.991158,True,True,False,,,
EVEscape,H1N1,south,2023,2023-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,3.0,1.0
EVEscape,H1N1,south,2023,2023-S,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,3.0,1.0
EVEscape,H1N1,south,2023,2023-S,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,3.0,1.0
EVEscape,H1N1,south,2023,2023-S,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,3.0,1.0
EVEscape,H1N1,south,2023,2023-S,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,3.0,1.0
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,6B.1A.5a.2a,6B.1A.5a.1,-0.637267,False,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,6B.1A.5a.2a,6B.1A.5a.1,0.511614,False,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-0.653052,False,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,6B.1A.5a.2a,6B.1A.5a.1,0.47229,False,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-1.37967,False,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.1,0.492756,False,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.952497,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.640259,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-5.597104,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.750357,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.274035,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.626551,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-4.928311,True,True,False,,,
FutureFlu_HA1,H1N1,south,2023,2023-S,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.726916,True,True,False,,,
EVEscape,H1N1,north,2023,2023-N,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
EVEscape,H1N1,north,2023,2023-N,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,north,2023,2023-N,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,north,2023,2023-N,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
EVEscape,H1N1,north,2023,2023-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.658417,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.510538,False,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.658417,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.510538,False,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-1.316833,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.507137,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-0.997425,False,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.772182,False,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-7.708722,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.501245,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-0.268298,False,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.784381,False,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-7.072766,True,True,False,,,
FutureFlu_HA1,H1N1,north,2023,2023-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.528188,False,True,False,,,
EVEscape,H1N1,south,2024,2024-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
EVEscape,H1N1,south,2024,2024-S,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,south,2024,2024-S,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
EVEscape,H1N1,south,2024,2024-S,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
EVEscape,H1N1,south,2024,2024-S,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,6B.1A.5a.2a,6B.1A.5a.2a,1.0,True,True,False,,2.0,1.0
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.658417,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.73629,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.658417,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.73629,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-1.316833,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.749788,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-0.997425,False,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.537862,False,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-7.708722,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.74534,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-0.268298,False,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.555384,False,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-7.072766,True,True,False,,,
FutureFlu_HA1,H1N1,south,2024,2024-S,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.722333,True,True,False,,,
EVEscape,H1N1,north,2024,2024-N,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,north,2024,2024-N,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,north,2024,2024-N,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,north,2024,2024-N,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
EVEscape,H1N1,north,2024,2024-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,6B.1A.5a.2a,6B.1A.5a.2a.1,1.0,False,True,False,,2.0,1.0
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.658417,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.568299,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-0.582224,False,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a.1,0.507874,False,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a.1,-1.311352,False,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.509802,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-1.261032,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.653922,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.819625,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.999999,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.268298,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.799427,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,6B.1A.5a.2a,6B.1A.5a.2a,-0.001698,True,True,False,,,
FutureFlu_HA1,H1N1,north,2024,2024-N,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,6B.1A.5a.2a,6B.1A.5a.2a,0.999999,True,True,False,,,
EVEscape,H3N2,south,2013,2013-S,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.3a,3C.3a,1.0,True,True,False,,2.0,1.0
EVEscape,H3N2,south,2013,2013-S,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.3a,3C.2,0.0,False,True,False,,2.0,2.0
EVEscape,H3N2,south,2013,2013-S,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.3a,3C.2,1.0,False,True,False,,2.0,1.0
EVEscape,H3N2,south,2013,2013-S,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.3a,3C.3a,1.0,True,True,False,,2.0,1.0
EVEscape,H3N2,south,2013,2013-S,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.3a,3C.3a,1.0,True,True,False,,2.0,1.0
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.3a,3C.3a,-0.400834,True,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.3a,3C.2,0.619163,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.3a,3C.3a,-0.400834,True,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.3a,3C.2,0.619163,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.3a,3C.3a,-0.801667,True,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.3a,3C.3a,0.555053,True,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.3a,3C.2,-1.508774,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.3a,3C.2,0.767296,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.3a,3C.3a,-1.909607,True,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.3a,3C.2,0.619163,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.3a,3C.2,-0.400834,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.3a,3C.2,0.869915,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.3a,3C.2,-1.508774,False,True,False,,,
FutureFlu_HA1,H3N2,south,2013,2013-S,FutureFlu G+D freq,two,G+D,G+D,predicted_prevalence + mutual_information,freq,G+D_pre_freq,3C.3a,3C.2,0.767296,False,True,False,,,
EVEscape,H3N2,north,2013,2013-N,EVEscape accessibility_wcn,evescape_single_component,,accessibility_wcn,accessibility_wcn,fit_max,fit_accessibility_wcn,3C.3a,3C.3a,1.0,True,True,False,,2.0,1.0
EVEscape,H3N2,north,2013,2013-N,EVEscape antigenic_novelty,evescape_single_component,,antigenic_novelty,antigenic_novelty,fit_max,fit_antigenic_novelty,3C.3a,3C.2,0.0,False,True,False,,2.0,2.0
EVEscape,H3N2,north,2013,2013-N,EVEscape dissimilarity_charge_hydro,evescape_single_component,,dissimilarity_charge_hydro,dissimilarity_charge_hydro,fit_max,fit_dissimilarity_charge_hydro,3C.3a,3C.2,1.0,False,True,False,,2.0,1.0
EVEscape,H3N2,north,2013,2013-N,EVEscape fitness_eve,evescape_single_component,,fitness_eve,fitness_eve,fit_max,fit_fitness_eve,3C.3a,3C.3a,1.0,True,True,False,,2.0,1.0
EVEscape,H3N2,north,2013,2013-N,EVEscape total_escape,evescape_single_component,,total_escape,total_escape,fit_max,fit_total_escape,3C.3a,3C.3a,1.0,True,True,False,,2.0,1.0
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu D fit,single,D,D,mutual_information,fit,D_pre_fit,3C.3a,3C.3a,-0.400834,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu D freq,single,D,D,mutual_information,freq,D_pre_freq,3C.3a,3C.3a,0.541929,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E fit,single,E,E,total_escape,fit,E_pre_fit,3C.3a,3C.3a,-0.400834,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E freq,single,E,E,total_escape,freq,E_pre_freq,3C.3a,3C.3a,0.541929,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E+D fit,two,E+D,E+D,total_escape + mutual_information,fit,E+D_pre_fit,3C.3a,3C.3a,-0.801667,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E+D freq,two,E+D,E+D,total_escape + mutual_information,freq,E+D_pre_freq,3C.3a,3C.3a,0.70583,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E+G fit,two,E+G,E+G,total_escape + predicted_prevalence,fit,E+G_pre_fit,3C.3a,3C.3a,-0.801667,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E+G freq,two,E+G,E+G,total_escape + predicted_prevalence,freq,E+G_pre_freq,3C.3a,3C.3a,0.70583,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E+G+D fit,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,fit,E+G+D_pre_fit,3C.3a,3C.3a,-1.202501,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu E+G+D freq,three,E+G+D,E+G+D,total_escape + predicted_prevalence + mutual_information,freq,E+G+D_pre_freq,3C.3a,3C.3a,0.829533,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu G fit,single,G,G,predicted_prevalence,fit,G_pre_fit,3C.3a,3C.3a,-0.400834,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu G freq,single,G,G,predicted_prevalence,freq,G_pre_freq,3C.3a,3C.3a,0.541929,True,True,False,,,
FutureFlu_HA1,H3N2,north,2013,2013-N,FutureFlu G+D fit,two,G+D,G+D,predicted_prevalence + mutual_information,fit,G+D_pre_fit,3C.3a,3C.3a,-0.801667,True,True,False,,,
