subtype,year,hemisphere,clade,freq_prev,E_pre_fit,E_pre_freq,G_pre_fit,G_pre_freq,D_pre_fit,D_pre_freq,E+G_pre_fit,E+G_pre_freq,E+D_pre_fit,E+D_pre_freq,G+D_pre_fit,G+D_pre_freq,E+G+D_pre_fit,E+G+D_pre_freq
H3N2,2022,north,3C.2a1b.2a.2c,0.039905,-0.754837,0.039448,-0.757817,0.037946,-1.713465,0.009345,-1.512654,0.036202,-2.468302,0.008912,-2.637315,0.006763,-3.530413,0.005414
H3N2,2022,south,3C.2a1b.2a.1,0.178808,-0.733888,0.334433,-0.722402,0.338062,-1.237129,0.196963,-1.45629,0.321762,-1.971018,0.182409,-2.03102,0.160637,-2.823345,0.132405
H3N2,2022,south,3C.2a1b.2a.1a,0.07947,-0.702452,0.153384,-0.740091,0.147615,-1.061753,0.10432,-1.442543,0.144985,-1.764205,0.099697,-1.919524,0.079815,-2.713943,0.06565
H3N2,2022,south,3C.2a1b.2a.2a.2,0.072848,-0.716819,0.138596,-0.685561,0.142898,-1.642493,0.053502,-1.402379,0.138349,-2.359312,0.050401,-2.310577,0.049484,-3.01777,0.044412
H3N2,2022,south,3C.2a1b.2a.2d,0.178808,-0.623177,0.373586,-0.628283,0.371425,-0.050565,0.645215,-1.25146,0.394904,-0.673742,0.667493,-0.544815,0.710063,-1.079145,0.757533
H3N2,2023,north,3C.2a1b.1a,0.002165,-0.678811,0.002216,-0.734865,0.002077,-2.127015,0.000349,-1.413677,0.002077,-2.805827,0.000348,-2.965695,0.000275,-3.644507,0.000275
H3N2,2023,north,3C.2a1b.2a.1a,0.018406,-0.77962,0.017031,-0.724812,0.01783,-1.767815,0.004245,-1.504432,0.01612,-2.547434,0.003835,-2.570283,0.003466,-3.349903,0.003137
H3N2,2023,north,3C.2a1b.2a.2a.1,0.086209,-0.686039,0.087594,-0.697028,0.085867,-2.0692,0.014708,-1.383067,0.085246,-2.755239,0.014593,-2.775342,0.013224,-3.461381,0.013143
H3N2,2023,north,3C.2a1b.2a.2a.1b,0.161727,-0.700893,0.161902,-0.594438,0.178487,-0.130145,0.191819,-1.295331,0.174584,-0.831037,0.18752,-0.535282,0.23305,-1.236175,0.228208
H3N2,2023,north,3C.2a1b.2a.2a.3,0.035323,-0.619161,0.038373,-0.731957,0.033975,-2.08416,0.005937,-1.351118,0.036062,-2.703321,0.006298,-2.912291,0.004725,-3.531452,0.005021
H3N2,2023,north,3C.2a1b.2a.2a.3a.1,0.091758,-0.749952,0.08746,-0.659608,0.094878,-0.14497,0.10723,-1.40956,0.08836,-0.894922,0.099808,-0.730834,0.108739,-1.480786,0.101382
H3N2,2023,north,3C.2a1b.2a.2a.3b,0.012722,-0.679055,0.013017,-0.72926,0.012269,-0.151292,0.014773,-1.408315,0.012266,-0.830347,0.014761,-0.969694,0.011873,-1.648749,0.011883
H3N2,2023,north,3C.2a1b.2a.2b,0.568277,-0.660388,0.592408,-0.681949,0.574618,-0.149735,0.66094,-1.342337,0.585286,-0.810123,0.672836,-0.806048,0.624648,-1.466437,0.636952
H3N2,2023,south,3C.2a1b.1a,0.00331,-0.675233,0.003335,-0.78236,0.002961,-2.066652,0.000637,-1.457593,0.002939,-2.741886,0.000627,-3.085117,0.000409,-3.760351,0.000402
H3N2,2023,south,3C.2a1b.2a.1a,0.018431,-0.65071,0.019028,-0.739653,0.017206,-0.020959,0.027436,-1.390363,0.017504,-0.671669,0.027658,-0.877126,0.020707,-1.527836,0.020861
H3N2,2023,south,3C.2a1b.2a.2a,0.055829,-0.676712,0.056159,-0.669548,0.055905,-1.879422,0.012957,-1.34626,0.055412,-2.556134,0.012727,-2.496121,0.012425,-3.172834,0.012196
H3N2,2023,south,3C.2a1b.2a.2a.1,0.469983,-0.646465,0.487284,-0.647209,0.481252,-0.022968,0.698216,-1.293674,0.491659,-0.669432,0.706857,-0.571547,0.71674,-1.218011,0.725141
H3N2,2023,south,3C.2a1b.2a.2a.1a,0.160777,-0.70744,0.156834,-0.606786,0.171423,-1.095979,0.081682,-1.314226,0.16477,-1.803419,0.077801,-1.532415,0.0938,-2.239855,0.089286
H3N2,2023,south,3C.2a1b.2a.2a.2,0.023978,-0.669438,0.024296,-0.669698,0.024007,-1.865412,0.005644,-1.339136,0.023969,-2.53485,0.005584,-2.482583,0.005409,-3.152021,0.005348
H3N2,2023,south,3C.2a1b.2a.2a.3,0.113805,-0.688567,0.11313,-0.715058,0.10889,-0.584345,0.096442,-1.403624,0.106658,-1.272912,0.09361,-1.352352,0.079495,-2.040919,0.077111
H3N2,2023,south,3C.2a1b.2a.2a.3a,0.024157,-0.781487,0.021883,-0.718211,0.023041,-0.958077,0.014087,-1.499699,0.020566,-1.739564,0.01246,-1.737152,0.011484,-2.518639,0.010151
H3N2,2023,south,3C.2a1b.2a.2a.3a.1,0.003668,-0.7905,0.003293,-0.709963,0.003528,-0.901918,0.002263,-1.500463,0.003121,-1.692418,0.001983,-1.652197,0.001899,-2.442697,0.001663
H3N2,2023,south,3C.2a1b.2a.2a.3b,0.02532,-0.71257,0.024573,-0.725774,0.023968,-0.842976,0.016567,-1.438344,0.02292,-1.555547,0.015699,-1.648879,0.013148,-2.361449,0.012451
H3N2,2023,south,3C.2a1b.2a.2b,0.086249,-0.637984,0.090185,-0.652847,0.08782,-1.090304,0.044068,-1.290831,0.090483,-1.728289,0.044993,-1.655673,0.044484,-2.293657,0.045388
H3N2,2024,north,3C.2a1b.2a.2a.3a.1,0.971669,-0.693147,1.0,-0.693147,1.0,-0.693147,1.0,-1.386294,1.0,-1.386294,1.0,-1.386294,1.0,-2.079442,1.0
H3N2,2024,south,3C.2a1b.2a.2a.1b,0.181946,-0.667822,0.194731,-0.74257,0.18118,-0.075782,0.356267,-1.410392,0.186065,-0.743604,0.372279,-0.942675,0.28562,-1.610497,0.300334
H3N2,2024,south,3C.2a1b.2a.2a.3,0.019394,-0.676227,0.020582,-0.672477,0.020714,-0.569325,0.023182,-1.348703,0.021094,-1.245551,0.024021,-1.195265,0.023648,-1.871491,0.024659
H3N2,2024,south,3C.2a1b.2a.2a.3a,0.014104,-0.747356,0.013941,-0.666167,0.01516,-0.885401,0.012291,-1.413523,0.014379,-1.632757,0.011861,-1.491518,0.012789,-2.238874,0.01242
H3N2,2024,south,3C.2a1b.2a.2a.3a.1,0.430536,-0.745107,0.426517,-0.637811,0.476072,-0.454425,0.577296,-1.382918,0.452545,-1.199532,0.558377,-0.975631,0.653947,-1.720738,0.636493
H3N2,2024,south,3C.2a1b.2a.2b,0.311001,-0.634222,0.344228,-0.751709,0.306874,-3.054696,0.030965,-1.385931,0.325917,-3.688917,0.033462,-3.955555,0.023996,-4.589776,0.026094
