subtype,hemisphere,year,clade_single,fit_total_escape,fit_predicted_prevalence,fit_mutual_information,fit_dissimilarity_charge_hydro,fit_accessibility_wcn,fit_fitness_eve,fit_antigenic_novelty
H3N2,north,2023,3C.2a1b.2a.2a.3a.1,-0.1443685714285714,0.1906,0.9525065963060686,3.7265109,1.3605369,26.4160471,496.93424648278057
H3N2,north,2023,3C.2a1b.2a.2a.3b,-0.0143642857142857,0.1023,0.9411764705882352,4.2792129,1.0192951,15.8772893,52.49685984974722
H3N2,north,2023,3C.2a1b.2a.2b,0.021418253968254003,0.1616,0.9439252336448598,6.8634732,1.9952579,47.3048415,647.8799935555802
H3N2,north,2024,3C.2a1b.2a.2a.3a.1,0.08279357142857141,0.0894,0.9807692307692308,1.0132868,1.6379696,20.7145693,140.16420159481655
H3N2,south,2013,3C.2,0.0707647371031747,0.22045,0.9444444444444444,10.253720294736842,3.1661598,56.18380814210526,0.0
H3N2,south,2013,3C.3a,0.1271607142857142,0.1535833333333333,1.0,9.9401804,3.9615516,64.2562548,0.0
H3N2,south,2014,3C.3a,0.1079578571428571,0.5278,1.0,11.354276131578946,2.1158361999999995,34.881405131578944,78.66631688501761
H3N2,south,2015,3C.2,-0.2774403387893618,0.26268,0.4997281984571888,9.7977779,3.5174772999999995,72.0446776,86.61170704644928
H3N2,south,2015,3C.3a,-0.2336840855572997,0.21725,0.3231484296963711,9.0792654,2.8333318999999992,53.49838270000001,56.37826662135235
H3N2,south,2016,3C.2,-0.0090079831932773,0.1838499999999999,1.0,6.0662825,1.3214568,18.996765000000003,65.77142480898566
H3N2,south,2016,3C.3a,-0.0405452380952381,0.1101,1.0,7.250364399999999,2.6985592999999994,41.9059746,56.61589196588447
H3N2,south,2017,3C.2,-0.0283704081632652,0.1512,0.0612721497553957,3.3764663999999995,1.2554962,23.4043575,42.65031119257783
H3N2,south,2017,3C.2a,-0.0422091269841269,0.3078499999999999,0.0680560498318576,8.0057238,1.5137939,28.9308774,16.804764555186
H3N2,south,2017,3C.2a1,-0.1747150093370681,0.27385,0.1111616768106452,10.6268308,2.005652,38.5055234,88.98073571369845
H3N2,south,2017,3C.3a,-0.3354097832338062,0.2891499999999999,0.7585603955671294,15.730111999999998,7.609812799999999,199.669859,176.98397611194156
H3N2,south,2018,3C.2,-0.031199261807793095,0.1052,0.2435418804782099,10.5297294,3.3207125,61.3297439,132.4006109310938
H3N2,south,2018,3C.2a,-0.0235510119047619,0.0595,0.0728744939271255,1.5844122,0.9791151999999996,24.9239812,21.076929631441597
H3N2,south,2018,3C.2a1,-0.004760078079815003,0.1828666666666666,0.2633105494796448,8.7844911,2.0606624,56.787904,108.03114198481848
H3N2,south,2018,3C.2a1b.1,-0.0647527104964178,0.1309,0.2096807063023432,13.6532528,2.5873604999999995,68.47281,54.6515928865927
H3N2,south,2018,3C.2a2,-0.0182857142857142,0.1324,0.3224171617957204,10.142838,2.6885377,50.69827389999999,154.50493560955343
H3N2,south,2018,3C.2a3,-0.0003503383458647001,0.17135,0.1220134030180608,11.879622,2.5207141,52.8934031,101.10441483304302
H3N2,south,2018,3C.3a,-0.0597894377289377,0.09474,0.1083622676153991,11.7138113,3.0469821,71.1257335,69.43937165124031
H3N2,south,2019,3C.2a1,-0.028245792365529203,0.0698,0.1471359111238983,4.4081767,1.4244212999999997,47.4016713,12.334944648818682
H3N2,south,2019,3C.2a1b.1,-0.08875556763927489,0.0900166666666666,0.4242233808563548,15.1271246,3.5044366999999994,96.2577798,74.69210985775283
H3N2,south,2019,3C.2a1b.2,-0.1134132707205074,0.08572,0.3187163400007085,11.4006136,2.6984198,78.31570260000001,8.087797410707985
H3N2,south,2019,3C.2a2,0.0020459821428571,0.28055,0.9743589743589745,6.1952463,2.1782389,38.00045659999999,43.59188269371269
H3N2,south,2019,3C.2a3,0.014309369747899202,0.019,0.2295390034713461,10.8847585,1.9739615,49.8354483,6.718351705471532
H3N2,south,2019,3C.3a1,-0.4174729723094365,0.1118111111111111,0.3755718497881231,15.4537611,6.257838999999999,135.2748992,66.6514559453955
H3N2,south,2020,3C.2a1b.1,-0.042417106100813395,0.1475999999999999,0.3553618099704825,8.2820748,2.2551988,50.8356307,418.9480495455189
H3N2,south,2020,3C.2a1b.1b,0.0727151417983462,0.1225,0.2909254899435806,13.9848739,2.962218899999999,59.1155072,215.98800461719395
H3N2,south,2020,3C.2a1b.2,-0.0375236187058555,0.2177333333333333,0.4510360023327022,8.931878300000001,2.4184385999999995,46.3532699,459.6030268906455
H3N2,south,2020,3C.2a1b.2b,-0.0942130638589167,0.1920499999999999,0.377876558556074,11.1561249,2.8203688,58.4352092,360.0765765368264
H3N2,south,2020,3C.3a,-0.0433877164502164,0.2532,0.0058694057226705,3.2106558,0.5305788999999999,12.4842525,18.38222471686664
H3N2,south,2020,3C.3a1,0.0269804621848739,0.0914,0.9121338912133892,5.7396458,1.3147421999999995,28.237974699999995,508.2185723952381
H3N2,south,2021,3C.2a1b.1a,-0.1634978254459677,0.275925,0.3874998102303187,13.852167668421052,2.6638986,54.35631005263159,203.69476853045344
H3N2,south,2021,3C.2a1b.1b,0.1294416176470588,0.23045,0.2301881797513801,10.847147815789471,2.5559319,49.472787584210536,115.95661667556848
H3N2,south,2021,3C.2a1b.2a,0.0024657699443414007,0.1311,0.0987109321128819,5.6475289,1.0665253999999995,19.428924500000004,21.515771877841697
H3N2,south,2021,3C.2a1b.2a.1,-0.006542213248935899,0.1795999999999999,0.0674099706038072,5.979150000000001,1.7571579999999998,31.438445900000005,16.279959378277972
H3N2,south,2021,3C.2a1b.2b,-0.0389009134070295,0.11154,0.3257997871478361,9.2032447,2.5458354,56.365203300000005,57.44722168231673
H3N2,south,2021,3C.3a1,-0.0414668095238095,0.1364,0.6914473017244194,10.2215161,3.8850738,61.9403378,317.27446309781425
H3N2,south,2022,3C.2a1b.2a.1,-0.1235136692835027,0.1063,0.2809590582863832,3.781781,1.7397268,32.0389101,8.47201530793513
H3N2,south,2022,3C.2a1b.2a.1a,-0.0986217049977885,0.09745,0.2896025622497643,2.9527281,1.1940258,27.1691591,4.314351629222035
H3N2,south,2022,3C.2a1b.2a.2a.2,-0.11008992034313721,0.12522,0.2630292125978054,7.526715399999999,2.8680305,43.9665837,11.797538099957668
H3N2,south,2022,3C.2a1b.2a.2d,-0.03220316287878779,0.1561,0.4105601402927952,8.7795065,2.2964085999999995,40.7867433,15.462108622452323
H3N2,south,2023,3C.2a1b.1a,-0.0246354910714285,0.0,0.0195044807590933,0.2026573999999998,0.7103605999999999,13.9606626,18.90027656089562
H3N2,south,2023,3C.2a1b.2a.1a,0.0192632936507936,0.0435,0.9400921658986175,1.6581058,0.5795824999999999,12.597595000000002,78.14835654151081
H3N2,south,2023,3C.2a1b.2a.2a,-0.0272463095238095,0.1187666666666666,0.0541156176810351,2.4687352,1.6069004999999996,46.3506464,229.99816923116745
H3N2,south,2023,3C.2a1b.2a.2a.1,0.0269804621848739,0.1439,0.9253731343283582,4.450008,0.9652829999999996,27.1175227,361.7671268162194
H3N2,south,2023,3C.2a1b.2a.2a.1a,-0.08062573096546301,0.191,0.2171294589599043,6.1768228,1.990216,42.486114,1526.2826782517182
H3N2,south,2023,3C.2a1b.2a.2a.2,-0.0143642857142857,0.1186,0.056749785038693,5.1451126,0.7497216999999999,14.747711,58.18792604245117
H3N2,south,2023,3C.2a1b.2a.2a.3,-0.04803521596138449,0.069325,0.3635237016794835,6.7897795,2.5595830999999998,60.684234,902.2074467707492
H3N2,south,2023,3C.2a1b.2a.2a.3a,-0.2030530731042416,0.06598,0.2513415087070889,7.1214006,3.1247881,73.7912895,246.95777661179625
H3N2,south,2023,3C.2a1b.2a.2a.3a.1,-0.21741735881852728,0.07475,0.2661026701057421,12.2665132,3.8745097999999993,88.5390005,43.051331496104126
H3N2,south,2023,3C.2a1b.2a.2a.3b,-0.0893799638605441,0.0579999999999999,0.2822181740275421,3.1872478,2.6540055,59.451049,262.5023212062444
H3N2,south,2023,3C.2a1b.2a.2b,0.0425054621848739,0.1375,0.2184874568463858,10.3873267,2.2440324999999994,52.955474,339.2912190592822
H3N2,south,2024,3C.2a1b.2a.2a.1b,-0.0553632653061224,0.1750999999999999,0.9454887218045112,1.2712145,0.3892743999999999,15.1622013,206.21037515036596
H3N2,south,2024,3C.2a1b.2a.2a.3,-0.0750156781462584,0.2479666666666666,0.6440009612555601,2.8053409999999994,1.9042838,50.56475950000001,45.16642098116618
H3N2,south,2024,3C.2a1b.2a.2a.3a,-0.23492702268407337,0.2547799999999999,0.5620783170470613,3.9107448,2.8440616,81.8348102,16.95922186386386
H3N2,south,2024,3C.2a1b.2a.2a.3a.1,-0.2300335352891155,0.285975,0.6821072172705438,5.057979999999999,3.0343805,81.4137592,469.8566967727396
H3N2,south,2024,3C.2a1b.2a.2b,0.0249957983193278,0.16595,0.2107456297848048,6.504907452631579,1.8605008999999997,54.20557834210527,139.993043400252
