subtype,hemisphere,year,clade_single,fit_total_escape,fit_predicted_prevalence,fit_mutual_information,fit_dissimilarity_charge_hydro,fit_accessibility_wcn,fit_fitness_eve,fit_antigenic_novelty
H3N2,north,2018,3C.2a3,3.3840763000000003,0.09595,0.0600066750457346,4.7397979,1.2966139999999995,24.6989736,73.31762948032186
H3N2,north,2019,3C.2a1,1.7095120000000001,0.0791999999999999,0.4519230769230769,1.6581058,0.349086,12.883911,37.89719261310485
H3N2,north,2019,3C.2a1b.1,6.9542419760000005,0.2967,0.2739238525450954,8.107537268421051,3.7511275,55.41514065263158,156.68687615392855
H3N2,north,2019,3C.2a1b.1b,8.572420650000002,0.204575,0.3234555318350263,7.033995668421053,3.6827589,58.47834265263157,14.934370302781362
H3N2,north,2019,3C.2a1b.2,1.861396,0.0906,0.9464285714285714,4.450008,0.7568495000000002,12.9946897,100.36753608492674
H3N2,north,2019,3C.2a2,5.3971387,0.0228666666666666,0.0850798334650651,4.7582212,1.7271923000000002,40.00115889999999,18.44259224286415
H3N2,north,2019,3C.2a3,5.04634615,0.2194333333333333,0.2742086306278554,7.849609768421053,3.1599676,43.30491155263157,9.695827052042112
H3N2,north,2019,3C.3a1,15.0928647,0.1517571428571428,0.3717615520934111,9.0508729,6.565690600000001,102.39608579999998,152.3173503056524
H3N2,north,2020,3C.2a1b.1,3.438696876,0.065,0.0651102855103799,3.8002045,1.6504209000000003,27.43341,28.44738575359265
H3N2,north,2020,3C.2a1b.1a,13.524492376000001,0.1989714285714285,0.2887516768307244,16.0717023,5.304113900000002,86.7803937,101.51812923599212
H3N2,north,2020,3C.2a1b.1b,12.180238038999999,0.2395499999999999,0.3835217307977925,12.703690299999998,5.403167400000001,79.5494674,147.2676241945275
H3N2,north,2020,3C.2a1b.2,1.7817910000000001,0.1613,0.2181818181818181,0.7922060999999998,0.8431085000000003,10.541809,6.135106389156204
H3N2,north,2020,3C.2a1b.2a,5.1486147,0.2781,0.2712180329730712,6.439735,2.3801389000000004,29.919920999999995,209.55528998138809
H3N2,north,2020,3C.2a1b.2b,6.861594945,0.3830999999999999,0.4783482226540899,9.2032447,2.847532100000001,46.8464041,391.1532674102015
H3N2,north,2020,3C.3a1,20.755932599999998,0.20935,0.6238064539266744,19.8300755,8.708556300000001,126.8851598,339.49663673712234
H3N2,north,2021,3C.2a1b.2a.1a,2.721756226,0.2454,0.3561978979675729,2.9527281,1.5887160000000002,27.295470700000003,0.7092633855594577
H3N2,north,2022,3C.2a1b.1a,2.007702,0.0838,0.0108108108108108,0.2026573999999998,0.9674226,8.575194999999999,8.07198454840299
H3N2,north,2022,3C.2a1b.2a.2a,1.9653241000000001,0.2951999999999999,0.0482758620689655,1.4554484,0.6933625999999997,16.9798887,40.024408641824174
H3N2,north,2022,3C.2a1b.2a.2a.1,3.7916185000000002,0.45325,0.4899719945049731,4.6661043,1.3133612999999995,20.1600643,215.90854799180516
H3N2,north,2022,3C.2a1b.2a.2a.1a,7.274547500000001,0.416275,0.646223643691226,5.6978145,3.0091139999999994,41.19903479999999,1429.5199205613274
H3N2,north,2022,3C.2a1b.2a.2a.2,5.346394500000001,0.0801,0.2813225474321142,2.1002673,1.7916690999999996,31.5188287,316.91075688949394
H3N2,north,2022,3C.2a1b.2a.2a.3,6.923645100000001,0.2253666666666666,0.5502158917753022,2.6713926,3.157009699999999,45.1304617,959.2073147900855
H3N2,north,2022,3C.2a1b.2a.2c,3.6176799500000003,0.0029,0.1090368797848036,2.3581949,0.5178028999999995,18.6251219,74.34663208535125
H3N2,north,2023,3C.2a1b.1a,3.438696876,0.09545,0.0006589572697746,3.8002045,1.6480892,29.931428,7.08939330812617
H3N2,north,2023,3C.2a1b.2a.1a,8.256696226,0.10776,0.1041503781145025,9.1529588,3.8701736,74.93457269999999,45.063092574168536
H3N2,north,2023,3C.2a1b.2a.2a.1,2.9088725,0.1424,0.0169184407604842,0.9027464999999996,1.5581793,25.098755999999995,50.88094745807553
H3N2,north,2023,3C.2a1b.2a.2a.1b,1.8609695000000002,0.2794,0.9809941520467836,1.2712145,0.2837129999999999,13.1742864,777.100672128194
H3N2,north,2023,3C.2a1b.2a.2a.3,3.49612515,0.099,0.0126986561221462,4.1502491,1.7069264,29.4858408,41.32366901654691
H3N2,north,2023,3C.2a1b.2a.2a.3a.1,3.7031910000000003,0.1906,0.9525065963060686,3.7265109,1.3605369,26.4160471,496.93424648278057
H3N2,north,2023,3C.2a1b.2a.2a.3b,1.98751715,0.1023,0.9411764705882352,4.2792129,1.0192951,15.8772893,52.49685984974722
H3N2,north,2023,3C.2a1b.2a.2b,5.0875825,0.1616,0.9439252336448598,6.8634732,1.9952579,47.3048415,647.8799935555802
H3N2,north,2024,3C.2a1b.2a.2a.3a.1,3.718044,0.0894,0.9807692307692308,1.0132868,1.6379696,20.7145693,140.16420159481655
H3N2,south,2013,3C.2,8.588865049999999,0.22045,0.9444444444444444,10.253720294736842,3.1661598,56.18380814210526,0.0
H3N2,south,2013,3C.3a,10.835795276,0.1535833333333333,1.0,9.9401804,3.9615516,64.2562548,0.0
H3N2,south,2014,3C.3a,5.126074000000001,0.5278,1.0,11.354276131578946,2.1158361999999995,34.881405131578944,78.66631688501761
H3N2,south,2015,3C.2,13.896358005,0.26268,0.4997281984571888,9.7977779,3.5174772999999995,72.0446776,86.61170704644928
H3N2,south,2015,3C.3a,8.9428145,0.21725,0.3231484296963711,9.0792654,2.8333318999999992,53.49838270000001,56.37826662135235
H3N2,south,2016,3C.2,3.47373915,0.1838499999999999,1.0,6.0662825,1.3214568,18.996765000000003,65.77142480898566
H3N2,south,2016,3C.3a,7.4931535,0.1101,1.0,7.250364399999999,2.6985592999999994,41.9059746,56.61589196588447
H3N2,south,2017,3C.2,3.7035482425,0.1512,0.0612721497553957,3.3764663999999995,1.2554962,23.4043575,42.65031119257783
H3N2,south,2017,3C.2a,3.85745964,0.3078499999999999,0.0680560498318576,8.0057238,1.5137939,28.9308774,16.804764555186
H3N2,south,2017,3C.2a1,5.37239764,0.27385,0.1111616768106452,10.6268308,2.005652,38.5055234,88.98073571369845
H3N2,south,2017,3C.3a,24.247162726,0.2891499999999999,0.7585603955671294,15.730111999999998,7.609812799999999,199.669859,176.98397611194156
H3N2,south,2018,3C.2,8.6399155,0.1052,0.2435418804782099,10.5297294,3.3207125,61.3297439,132.4006109310938
H3N2,south,2018,3C.2a,3.395302,0.0595,0.0728744939271255,1.5844122,0.9791151999999996,24.9239812,21.076929631441597
H3N2,south,2018,3C.2a1,7.4618113,0.1828666666666666,0.2633105494796448,8.7844911,2.0606624,56.787904,108.03114198481848
H3N2,south,2018,3C.2a1b.1,8.594474949999999,0.1309,0.2096807063023432,13.6532528,2.5873604999999995,68.47281,54.6515928865927
H3N2,south,2018,3C.2a2,8.435874215,0.1324,0.3224171617957204,10.142838,2.6885377,50.69827389999999,154.50493560955343
H3N2,south,2018,3C.2a3,7.1383207,0.17135,0.1220134030180608,11.879622,2.5207141,52.8934031,101.10441483304302
H3N2,south,2018,3C.3a,10.30780735,0.09474,0.1083622676153991,11.7138113,3.0469821,71.1257335,69.43937165124031
H3N2,south,2019,3C.2a1,5.9779803000000005,0.0698,0.1471359111238983,4.4081767,1.4244212999999997,47.4016713,12.334944648818682
H3N2,south,2019,3C.2a1b.1,10.18454095,0.0900166666666666,0.4242233808563548,15.1271246,3.5044366999999994,96.2577798,74.69210985775283
H3N2,south,2019,3C.2a1b.2,8.4468646,0.08572,0.3187163400007085,11.4006136,2.6984198,78.31570260000001,8.087797410707985
H3N2,south,2019,3C.2a2,5.0298444,0.28055,0.9743589743589745,6.1952463,2.1782389,38.00045659999999,43.59188269371269
H3N2,south,2019,3C.2a3,5.38095015,0.019,0.2295390034713461,10.8847585,1.9739615,49.8354483,6.718351705471532
H3N2,south,2019,3C.3a1,18.8226697,0.1118111111111111,0.3755718497881231,15.4537611,6.257838999999999,135.2748992,66.6514559453955
H3N2,south,2020,3C.2a1b.1,6.692066676,0.1475999999999999,0.3553618099704825,8.2820748,2.2551988,50.8356307,418.9480495455189
H3N2,south,2020,3C.2a1b.1b,8.408688339,0.1225,0.2909254899435806,13.9848739,2.962218899999999,59.1155072,215.98800461719395
H3N2,south,2020,3C.2a1b.2,6.339564200000001,0.2177333333333333,0.4510360023327022,8.931878300000001,2.4184385999999995,46.3532699,459.6030268906455
H3N2,south,2020,3C.2a1b.2b,8.4603198,0.1920499999999999,0.377876558556074,11.1561249,2.8203688,58.4352092,360.0765765368264
H3N2,south,2020,3C.3a,1.5086985,0.2532,0.0058694057226705,3.2106558,0.5305788999999999,12.4842525,18.38222471686664
H3N2,south,2020,3C.3a1,5.3683089,0.0914,0.9121338912133892,5.7396458,1.3147421999999995,28.237974699999995,508.2185723952381
H3N2,south,2021,3C.2a1b.1a,8.153437876,0.275925,0.3874998102303187,13.852167668421052,2.6638986,54.35631005263159,203.69476853045344
H3N2,south,2021,3C.2a1b.1b,6.809183539000001,0.23045,0.2301881797513801,10.847147815789471,2.5559319,49.472787584210536,115.95661667556848
H3N2,south,2021,3C.2a1b.2a,3.3668237000000003,0.1311,0.0987109321128819,5.6475289,1.0665253999999995,19.428924500000004,21.515771877841697
H3N2,south,2021,3C.2a1b.2a.1,5.154375426,0.1795999999999999,0.0674099706038072,5.979150000000001,1.7571579999999998,31.438445900000005,16.279959378277972
H3N2,south,2021,3C.2a1b.2b,8.571106945,0.11154,0.3257997871478361,9.2032447,2.5458354,56.365203300000005,57.44722168231673
H3N2,south,2021,3C.3a1,9.959140926,0.1364,0.6914473017244194,10.2215161,3.8850738,61.9403378,317.27446309781425
H3N2,south,2022,3C.2a1b.2a.1,4.504340226,0.1063,0.2809590582863832,3.781781,1.7397268,32.0389101,8.47201530793513
H3N2,south,2022,3C.2a1b.2a.1a,2.721756226,0.09745,0.2896025622497643,2.9527281,1.1940258,27.1691591,4.314351629222035
H3N2,south,2022,3C.2a1b.2a.2a.2,8.886962,0.12522,0.2630292125978054,7.526715399999999,2.8680305,43.9665837,11.797538099957668
H3N2,south,2022,3C.2a1b.2a.2d,6.737149845000001,0.1561,0.4105601402927952,8.7795065,2.2964085999999995,40.7867433,15.462108622452323
H3N2,south,2023,3C.2a1b.1a,2.007702,0.0,0.0195044807590933,0.2026573999999998,0.7103605999999999,13.9606626,18.90027656089562
H3N2,south,2023,3C.2a1b.2a.1a,1.84498,0.0435,0.9400921658986175,1.6581058,0.5795824999999999,12.597595000000002,78.14835654151081
H3N2,south,2023,3C.2a1b.2a.2a,5.249342805,0.1187666666666666,0.0541156176810351,2.4687352,1.6069004999999996,46.3506464,229.99816923116745
H3N2,south,2023,3C.2a1b.2a.2a.1,3.1996775,0.1439,0.9253731343283582,4.450008,0.9652829999999996,27.1175227,361.7671268162194
H3N2,south,2023,3C.2a1b.2a.2a.1a,5.47044615,0.191,0.2171294589599043,6.1768228,1.990216,42.486114,1526.2826782517182
H3N2,south,2023,3C.2a1b.2a.2a.2,1.7967459350000001,0.1186,0.056749785038693,5.1451126,0.7497216999999999,14.747711,58.18792604245117
H3N2,south,2023,3C.2a1b.2a.2a.3,6.640046100000001,0.069325,0.3635237016794835,6.7897795,2.5595830999999998,60.684234,902.2074467707492
H3N2,south,2023,3C.2a1b.2a.2a.3a,8.4850261,0.06598,0.2513415087070889,7.1214006,3.1247881,73.7912895,246.95777661179625
H3N2,south,2023,3C.2a1b.2a.2a.3a.1,10.281772035000001,0.07475,0.2661026701057421,12.2665132,3.8745097999999993,88.5390005,43.051331496104126
H3N2,south,2023,3C.2a1b.2a.2a.3b,7.03809825,0.0579999999999999,0.2822181740275421,3.1872478,2.6540055,59.451049,262.5023212062444
H3N2,south,2023,3C.2a1b.2a.2b,6.6514154350000005,0.1375,0.2184874568463858,10.3873267,2.2440324999999994,52.955474,339.2912190592822
H3N2,south,2024,3C.2a1b.2a.2a.1b,1.8609695000000002,0.1750999999999999,0.9454887218045112,1.2712145,0.3892743999999999,15.1622013,206.21037515036596
H3N2,south,2024,3C.2a1b.2a.2a.3,5.0505811000000005,0.2479666666666666,0.6440009612555601,2.8053409999999994,1.9042838,50.56475950000001,45.16642098116618
H3N2,south,2024,3C.2a1b.2a.2a.3a,8.2851151,0.2547799999999999,0.5620783170470613,3.9107448,2.8440616,81.8348102,16.95922186386386
H3N2,south,2024,3C.2a1b.2a.2a.3a.1,8.8186296,0.285975,0.6821072172705438,5.057979999999999,3.0343805,81.4137592,469.8566967727396
H3N2,south,2024,3C.2a1b.2a.2b,6.672428,0.16595,0.2107456297848048,6.504907452631579,1.8605008999999997,54.20557834210527,139.993043400252
