subtype,year,hemisphere,clade,freq_prev,E_pre_fit,E_pre_freq,G_pre_fit,G_pre_freq,D_pre_fit,D_pre_freq,E+G_pre_fit,E+G_pre_freq,E+D_pre_fit,E+D_pre_freq,G+D_pre_fit,G+D_pre_freq,E+G+D_pre_fit,E+G+D_pre_freq
H3N2,2013,north,3C.2,0.627692,-1.10794,0.458071,-1.10794,0.458071,-1.10794,0.458071,-2.215881,0.29417,-2.215881,0.29417,-2.215881,0.29417,-3.323821,0.170467
H3N2,2013,north,3C.3a,0.366154,-0.400834,0.541929,-0.400834,0.541929,-0.400834,0.541929,-0.801667,0.70583,-0.801667,0.70583,-0.801667,0.70583,-1.202501,0.829533
H3N2,2013,south,3C.2,0.7625,-1.10794,0.619163,-0.400834,0.869915,-1.10794,0.619163,-1.508774,0.767296,-2.215881,0.444947,-1.508774,0.767296,-2.616714,0.619163
H3N2,2013,south,3C.3a,0.23125,-0.400834,0.380837,-1.10794,0.130085,-0.400834,0.380837,-1.508774,0.232704,-0.801667,0.555053,-1.508774,0.232704,-1.909607,0.380837
H3N2,2014,north,3C.3a,0.752577,-0.693147,1.0,-0.693147,1.0,-0.693147,1.0,-1.386294,1.0,-1.386294,1.0,-1.386294,1.0,-2.079442,1.0
H3N2,2014,south,3C.3a,0.554377,-0.693147,1.0,-0.693147,1.0,-0.693147,1.0,-1.386294,1.0,-1.386294,1.0,-1.386294,1.0,-2.079442,1.0
H3N2,2015,north,3C.2,0.643011,-1.631835,0.307116,-1.925381,0.237363,-0.217622,0.882341,-2.360963,0.292278,-1.508774,0.645788,-0.946749,0.8748,-1.725237,0.855584
H3N2,2015,north,3C.3a,0.352688,-0.217622,0.692884,-0.157614,0.762637,-1.631835,0.117659,-0.876038,0.707722,-1.508774,0.354212,-2.290252,0.1252,-2.903749,0.144416
H3N2,2015,south,3C.2,0.360759,-0.217622,0.700169,-0.157614,0.768819,-0.217622,0.700169,-0.876038,0.7148,-0.801667,0.700169,-0.876038,0.7148,-1.489535,0.747213
H3N2,2015,south,3C.3a,0.635443,-1.631835,0.299831,-1.925381,0.231181,-1.631835,0.299831,-2.360963,0.2852,-2.215881,0.299831,-2.360963,0.2852,-3.139451,0.252787
H3N2,2016,north,3C.2,0.665537,-0.217622,0.919536,-1.631835,0.403146,-1.631835,0.403146,-0.946749,0.914146,-2.21406,0.460912,-2.449762,0.347947,-3.0216,0.403146
H3N2,2016,north,3C.2a,0.239548,-1.631835,0.080464,-0.217622,0.596854,-0.217622,0.596854,-2.290252,0.085854,-1.035548,0.539088,-0.799846,0.652053,-1.607386,0.596854
H3N2,2016,south,3C.2,0.740166,-1.631835,0.427277,-0.157614,0.947301,-0.693147,0.754219,-2.21406,0.485687,-1.92287,0.559063,-1.275372,0.795263,-2.949917,0.462185
H3N2,2016,south,3C.3a,0.241201,-0.217622,0.572723,-1.925381,0.052699,-0.693147,0.245781,-1.035548,0.514313,-1.038986,0.440937,-1.511074,0.204737,-1.677125,0.537815
H3N2,2017,north,3C.2,0.053462,-1.188955,0.044419,-1.533388,0.021209,-1.539049,0.026482,-1.908241,0.042949,-2.253054,0.026196,-2.369527,0.02551,-2.806415,0.0294
H3N2,2017,north,3C.2a,0.256619,-1.339349,0.183441,-2.080115,0.058929,-0.007342,0.58803,-2.072188,0.174982,-0.726712,0.57858,-0.913986,0.524905,-1.516848,0.512442
H3N2,2017,north,3C.2a1,0.337576,-1.124995,0.299001,-0.04418,0.593752,-1.96729,0.108965,-1.758113,0.315121,-2.678916,0.108047,-2.397924,0.156566,-2.982774,0.155627
H3N2,2017,north,3C.2a2,0.113544,-1.144584,0.098618,-1.634215,0.040724,-0.952193,0.101142,-1.866476,0.095106,-1.664555,0.100216,-1.797066,0.096037,-2.363034,0.09728
H3N2,2017,north,3C.2a3,0.147149,-1.116938,0.131388,-0.035301,0.261123,-1.6129,0.067699,-1.745773,0.139066,-2.324222,0.067149,-2.027757,0.09882,-2.708753,0.089223
H3N2,2017,north,3C.3a,0.090631,-0.016839,0.243133,-1.926715,0.024263,-0.664139,0.107683,-0.745999,0.232776,-1.260578,0.119811,-1.549791,0.098162,-1.961415,0.116028
H3N2,2017,south,3C.2,0.2253,-1.361913,0.113929,-2.993207,0.019695,-1.394123,0.110757,-2.131307,0.104131,-2.180041,0.08881,-2.163517,0.101213,-2.965203,0.082895
H3N2,2017,south,3C.2a,0.277008,-1.325826,0.145224,-0.205834,0.393205,-1.364258,0.140305,-1.982754,0.148534,-2.145756,0.113002,-2.021186,0.143477,-2.743093,0.127268
