predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
ep_x-ne_star	north	2013	2013-02-01	6.076748371124268	6.127384662628174	1.7210240364074707	6.009355862935384	225
ep_x-ne_star	north	2014	2014-02-01	2.837498426437378	2.8937954902648926	1.093138575553894	6.019441604614258	313
ep_x-ne_star	north	2015	2015-02-01	2.647740125656128	2.6397767066955566	1.5445789098739624	5.389684009552002	208
ep_x-ne_star	north	2016	2016-02-01	3.512101888656616	3.6169416904449463	0.8871075510978699	4.9238723913828535	257
ep_x-ne_star	north	2017	2017-02-01	4.186477184295654	4.155170917510986	2.0590147972106934	4.732826266969953	370
ep_x-ne_star	north	2018	2018-02-01	4.288715362548828	4.33680534362793	2.0147392749786377	4.666738122701645	392
ep_x-ne_star	north	2019	2019-02-01	5.530186653137207	5.455116271972656	1.6506149768829346	4.541875070995754	350
ep_x-ne_star	north	2020	2020-02-01	7.309859752655029	7.562774181365967	1.7621612548828125	4.63660089969635	395
ep_x-ne_star	north	2021	2021-02-01	8.603343963623047	8.833800315856934	7.5682291984558105	4.873279398137873	30
ep_x-ne_star	north	2022	2022-02-01	8.232521057128906	8.549668312072754	1.876719355583191	5.173667053381602	214
ep_x-ne_star	north	2023	2023-02-01	4.413806915283203	4.729650974273682	1.6098887920379639	5.40077097599323	359
ep_x-ne_star	north	2024	2024-02-01	6.057884216308594	6.72469425201416	1.522411823272705	5.325357709612165	385
