predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
lbi	north	2013	lbi	-0.24654264977178386	2013-02-01
lbi	north	2014	lbi	-0.2607062792041742	2014-02-01
lbi	north	2015	lbi	-0.22139269977830384	2015-02-01
lbi	north	2016	lbi	1.303244902111978	2016-02-01
lbi	north	2017	lbi	1.237037260069069	2017-02-01
lbi	north	2018	lbi	1.237159724595959	2018-02-01
lbi	north	2019	lbi	1.2656815482367971	2019-02-01
lbi	north	2020	lbi	1.027937647662486	2020-02-01
lbi	north	2021	lbi	1.1613915179936631	2021-02-01
lbi	north	2022	lbi	1.1064626704755973	2022-02-01
lbi	north	2023	lbi	1.2292971177220564	2023-02-01
lbi	north	2024	lbi	1.1093731174456414	2024-02-01
