predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
ep_star-ne_star	north	2013	ep_star	0.39231630545572516	2013-02-01
ep_star-ne_star	north	2013	ne_star	-0.31234684922625977	2013-02-01
ep_star-ne_star	north	2014	ep_star	0.38290532302982416	2014-02-01
ep_star-ne_star	north	2014	ne_star	-0.28440712647675936	2014-02-01
ep_star-ne_star	north	2015	ep_star	0.3832996637876679	2015-02-01
ep_star-ne_star	north	2015	ne_star	-0.2788770509975931	2015-02-01
ep_star-ne_star	north	2016	ep_star	0.4078579599422448	2016-02-01
ep_star-ne_star	north	2016	ne_star	-0.31929614876022866	2016-02-01
ep_star-ne_star	north	2017	ep_star	-0.3727016012778567	2017-02-01
ep_star-ne_star	north	2017	ne_star	-0.37597028470709903	2017-02-01
ep_star-ne_star	north	2018	ep_star	-0.35816618618797075	2018-02-01
ep_star-ne_star	north	2018	ne_star	-0.41213375816725895	2018-02-01
ep_star-ne_star	north	2019	ep_star	-0.3643928709510993	2019-02-01
ep_star-ne_star	north	2019	ne_star	-0.38211490512424284	2019-02-01
ep_star-ne_star	north	2020	ep_star	-0.3582215052412231	2020-02-01
ep_star-ne_star	north	2020	ne_star	-0.37347308433119886	2020-02-01
ep_star-ne_star	north	2021	ep_star	-0.3471534735730787	2021-02-01
ep_star-ne_star	north	2021	ne_star	-0.4567342873479533	2021-02-01
ep_star-ne_star	north	2022	ep_star	-0.29911606133875834	2022-02-01
ep_star-ne_star	north	2022	ne_star	-0.45910288326414894	2022-02-01
ep_star-ne_star	north	2023	ep_star	-0.3087724599047523	2023-02-01
ep_star-ne_star	north	2023	ne_star	-0.4457248322048415	2023-02-01
ep_star-ne_star	north	2024	ep_star	-0.3394515441162407	2024-02-01
ep_star-ne_star	north	2024	ne_star	-0.5153815603648462	2024-02-01
