predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
lbi	south	2013	lbi	1.8985982549477016	2012-09-01
lbi	south	2014	lbi	1.11191864775782	2013-09-01
lbi	south	2015	lbi	1.1690088096664035	2014-09-01
lbi	south	2016	lbi	2.045870882209315	2015-09-01
lbi	south	2017	lbi	2.2435973012085038	2016-09-01
lbi	south	2018	lbi	2.190745955050933	2017-09-01
lbi	south	2019	lbi	2.172828349250415	2018-09-01
lbi	south	2020	lbi	2.031979578060917	2019-09-01
lbi	south	2021	lbi	1.4803916777269421	2020-09-01
lbi	south	2022	lbi	1.425475327227804	2021-09-01
lbi	south	2023	lbi	1.4615167950472256	2022-09-01
lbi	south	2024	lbi	1.4506418029384458	2023-09-01
