predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
cTiterSub_x-ne_star	south	2013	2012-09-01	12.306493759155273	16.67378044128418	1.5093624591827393	5.823373556137085	250
cTiterSub_x-ne_star	south	2014	2013-09-01	5.58163595199585	22.117616653442383	1.2792418003082275	6.284176508585612	252
cTiterSub_x-ne_star	south	2015	2014-09-01	4.335178852081299	6.742931842803955	1.3398475646972656	6.043135285377502	251
cTiterSub_x-ne_star	south	2016	2015-09-01	5.380136489868164	4.428267955780029	2.0399227142333984	5.7142407417297365	224
cTiterSub_x-ne_star	south	2017	2016-09-01	8.028072357177734	6.1481781005859375	1.8321000337600708	5.669928948084514	293
cTiterSub_x-ne_star	south	2018	2017-09-01	10.939096450805664	5.12608003616333	1.649245262145996	5.996336800711496	335
cTiterSub_x-ne_star	south	2019	2018-09-01	27.91680908203125	9.473979949951172	2.926644802093506	6.614187180995941	235
cTiterSub_x-ne_star	south	2020	2019-09-01	7.3530497550964355	3.9090120792388916	1.2356590032577515	8.42964071697659	326
cTiterSub_x-ne_star	south	2021	2020-09-01	39.6007194519043	35.7303581237793	7.155646800994873	8.329922366142274	254
cTiterSub_x-ne_star	south	2022	2021-09-01	7.333112716674805	7.1116838455200195	3.2969682216644287	8.571977658705277	189
cTiterSub_x-ne_star	south	2023	2022-09-01	7.12623405456543	7.0933380126953125	1.328515887260437	8.52279508113861	377
cTiterSub_x-ne_star	south	2024	2023-09-01	4.541036128997803	5.952847480773926	1.4991406202316284	8.499337453108568	367
