predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
dms_star	south	2013	2012-09-01	17.421031951904297	16.67378044128418	1.5093624591827393	6.879237413406372	250
dms_star	south	2014	2013-09-01	22.270296096801758	22.117616653442383	1.2792418003082275	10.393065293629965	252
dms_star	south	2015	2014-09-01	6.760715007781982	6.742931842803955	1.3398475646972656	13.363815903663635	251
dms_star	south	2016	2015-09-01	4.525753021240234	4.428267955780029	2.0399227142333984	12.039718055725098	224
dms_star	south	2017	2016-09-01	5.525089740753174	6.1481781005859375	1.8321000337600708	10.788739204406738	293
dms_star	south	2018	2017-09-01	5.097937107086182	5.12608003616333	1.649245262145996	10.033097539629255	335
dms_star	south	2019	2018-09-01	9.17286205291748	9.473979949951172	2.926644802093506	9.415694415569305	235
dms_star	south	2020	2019-09-01	3.8112990856170654	3.9090120792388916	1.2356590032577515	9.384803613026937	326
dms_star	south	2021	2020-09-01	31.232872009277344	35.7303581237793	7.155646800994873	8.827458477020263	254
dms_star	south	2022	2021-09-01	11.681870460510254	7.1116838455200195	3.2969682216644287	8.492882295088334	189
dms_star	south	2023	2022-09-01	6.591572284698486	7.0933380126953125	1.328515887260437	8.783578912417093	377
dms_star	south	2024	2023-09-01	13.520552635192871	5.952847480773926	1.4991406202316284	8.647922699268047	367
