predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
lbi	north	2013	2013-02-01	20.81998634338379	20.622169494628906	1.5338447093963623	11.15439772605896	280
lbi	north	2014	2014-02-01	4.927474498748779	4.926414489746094	1.4762194156646729	14.360540548960367	238
lbi	north	2015	2015-02-01	4.706162929534912	4.7815752029418945	1.6711385250091553	11.981691837310791	282
lbi	north	2016	2016-02-01	5.446909427642822	5.44045352935791	3.1794910430908203	10.536565113067628	346
lbi	north	2017	2017-02-01	4.730548858642578	4.738064765930176	2.5845072269439697	9.699417193730673	348
lbi	north	2018	2018-02-01	4.571126937866211	4.576595306396484	1.9351741075515747	9.005410943712507	324
lbi	north	2019	2019-02-01	7.348769187927246	7.3432207107543945	2.4808132648468018	8.439933955669403	315
lbi	north	2020	2020-02-01	29.028417587280273	29.027301788330078	25.403484344482422	8.320046212938097	375
lbi	north	2021	2021-02-01	8.87972640991211	9.024409294128418	4.031442165374756	10.37817645072937	134
lbi	north	2022	2022-02-01	7.173011302947998	7.1721367835998535	3.4737846851348877	10.232389146631414	259
lbi	north	2023	2023-02-01	6.74830961227417	6.940134048461914	1.6655232906341553	9.963767091433207	342
lbi	north	2024	2024-02-01	4.150599479675293	4.203873634338379	1.8197375535964966	9.722089363978458	395
