predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
ep_x-ne_star	north	2013	ep_x	0.6168783849987847	2013-02-01
ep_x-ne_star	north	2013	ne_star	-0.5399203054433863	2013-02-01
ep_x-ne_star	north	2014	ep_x	0.6174893684886426	2014-02-01
ep_x-ne_star	north	2014	ne_star	-0.5398639502578992	2014-02-01
ep_x-ne_star	north	2015	ep_x	0.6174206523871868	2015-02-01
ep_x-ne_star	north	2015	ne_star	-0.5491018336544096	2015-02-01
ep_x-ne_star	north	2016	ep_x	0.616863159417838	2016-02-01
ep_x-ne_star	north	2016	ne_star	-0.5437061824557065	2016-02-01
ep_x-ne_star	north	2017	ep_x	0.6168383031897783	2017-02-01
ep_x-ne_star	north	2017	ne_star	-0.5402382531536496	2017-02-01
ep_x-ne_star	north	2018	ep_x	0.615892696161422	2018-02-01
ep_x-ne_star	north	2018	ne_star	-0.5629194476278065	2018-02-01
ep_x-ne_star	north	2019	ep_x	0.615770309104096	2019-02-01
ep_x-ne_star	north	2019	ne_star	-0.5450416578881718	2019-02-01
ep_x-ne_star	north	2020	ep_x	0.6163412154666823	2020-02-01
ep_x-ne_star	north	2020	ne_star	-0.5437299860571945	2020-02-01
ep_x-ne_star	north	2021	ep_x	0.6142568330531364	2021-02-01
ep_x-ne_star	north	2021	ne_star	-0.5506799188520595	2021-02-01
ep_x-ne_star	north	2022	ep_x	0.6129573624591297	2022-02-01
ep_x-ne_star	north	2022	ne_star	-0.6240302898790446	2022-02-01
ep_x-ne_star	north	2023	ep_x	0.6149017189915176	2023-02-01
ep_x-ne_star	north	2023	ne_star	-0.7068090663386017	2023-02-01
ep_x-ne_star	north	2024	ep_x	0.6085769923063571	2024-02-01
ep_x-ne_star	north	2024	ne_star	-0.7475797520308813	2024-02-01
