predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
ep_x	south	2013	ep_x	-0.426077962127251	2012-09-01
ep_x	south	2014	ep_x	-2.7001427815858756	2013-09-01
ep_x	south	2015	ep_x	-3.498133523947259	2014-09-01
ep_x	south	2016	ep_x	-3.868370691024566	2015-09-01
ep_x	south	2017	ep_x	-2.6963658950415	2016-09-01
ep_x	south	2018	ep_x	-2.6962213612130284	2017-09-01
ep_x	south	2019	ep_x	-2.5135058221425117	2018-09-01
ep_x	south	2020	ep_x	-2.3285224029678018	2019-09-01
ep_x	south	2021	ep_x	-2.199360573113962	2020-09-01
ep_x	south	2022	ep_x	-2.622376931007042	2021-09-01
ep_x	south	2023	ep_x	-2.319960028819697	2022-09-01
ep_x	south	2024	ep_x	-1.9653473178101821	2023-09-01
