predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
ep_star-ne_star	south	2013	ep_star	-0.15721558768026989	2012-09-01
ep_star-ne_star	south	2013	ne_star	-0.29690757526355394	2012-09-01
ep_star-ne_star	south	2014	ep_star	-0.1728320105243534	2013-09-01
ep_star-ne_star	south	2014	ne_star	-0.2710590550991343	2013-09-01
ep_star-ne_star	south	2015	ep_star	-3.2330379833502993	2014-09-01
ep_star-ne_star	south	2015	ne_star	2.99536464557691	2014-09-01
ep_star-ne_star	south	2016	ep_star	-3.227105492910006	2015-09-01
ep_star-ne_star	south	2016	ne_star	2.9904095908444637	2015-09-01
ep_star-ne_star	south	2017	ep_star	-3.2094477711701312	2016-09-01
ep_star-ne_star	south	2017	ne_star	2.9676055164086854	2016-09-01
ep_star-ne_star	south	2018	ep_star	-3.19873710353243	2017-09-01
ep_star-ne_star	south	2018	ne_star	2.9371020918181383	2017-09-01
ep_star-ne_star	south	2019	ep_star	-3.207895828685059	2018-09-01
ep_star-ne_star	south	2019	ne_star	2.8744224504432014	2018-09-01
ep_star-ne_star	south	2020	ep_star	-2.8541010183230826	2019-09-01
ep_star-ne_star	south	2020	ne_star	2.570077622412103	2019-09-01
ep_star-ne_star	south	2021	ep_star	-2.8554775003652235	2020-09-01
ep_star-ne_star	south	2021	ne_star	2.2411821953688538	2020-09-01
ep_star-ne_star	south	2022	ep_star	-5.330780161939042	2021-09-01
ep_star-ne_star	south	2022	ne_star	2.2367117469620403	2021-09-01
ep_star-ne_star	south	2023	ep_star	-4.505106353072209	2022-09-01
ep_star-ne_star	south	2023	ne_star	1.4722729982621414	2022-09-01
ep_star-ne_star	south	2024	ep_star	-4.669698423275778	2023-09-01
ep_star-ne_star	south	2024	ne_star	1.4443781719935667	2023-09-01
