predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
ep_x-ne_star	south	2013	ep_x	-0.5280226773655546	2012-09-01
ep_x-ne_star	south	2013	ne_star	0.10650046453930984	2012-09-01
ep_x-ne_star	south	2014	ep_x	-2.72158582518227	2013-09-01
ep_x-ne_star	south	2014	ne_star	-0.0825363375890287	2013-09-01
ep_x-ne_star	south	2015	ep_x	-3.723148171828501	2014-09-01
ep_x-ne_star	south	2015	ne_star	-0.048336347448070034	2014-09-01
ep_x-ne_star	south	2016	ep_x	-3.277150306084119	2015-09-01
ep_x-ne_star	south	2016	ne_star	0.0004675845379745805	2015-09-01
ep_x-ne_star	south	2017	ep_x	-2.633348973641254	2016-09-01
ep_x-ne_star	south	2017	ne_star	0.012986764491714924	2016-09-01
ep_x-ne_star	south	2018	ep_x	-2.5834190453806483	2017-09-01
ep_x-ne_star	south	2018	ne_star	0.036506223567586135	2017-09-01
ep_x-ne_star	south	2019	ep_x	-2.449917593438049	2018-09-01
ep_x-ne_star	south	2019	ne_star	0.0034565030422261376	2018-09-01
ep_x-ne_star	south	2020	ep_x	-2.6332184548421584	2019-09-01
ep_x-ne_star	south	2020	ne_star	-0.013243997289655071	2019-09-01
ep_x-ne_star	south	2021	ep_x	-2.129870339095582	2020-09-01
ep_x-ne_star	south	2021	ne_star	0.03468447971009417	2020-09-01
ep_x-ne_star	south	2022	ep_x	-2.6560077928268817	2021-09-01
ep_x-ne_star	south	2022	ne_star	0.03697744417717051	2021-09-01
ep_x-ne_star	south	2023	ep_x	-2.519644676161357	2022-09-01
ep_x-ne_star	south	2023	ne_star	0.08654119339634483	2022-09-01
ep_x-ne_star	south	2024	ep_x	-2.0158701133381647	2023-09-01
ep_x-ne_star	south	2024	ne_star	0.11567187263614073	2023-09-01
