predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
ne_star	south	2013	2012-09-01	17.718717575073242	16.67378044128418	1.5093624591827393	6.982676982879639	250
ne_star	south	2014	2013-09-01	23.187379837036133	22.117616653442383	1.2792418003082275	10.561869621276855	252
ne_star	south	2015	2014-09-01	6.747187614440918	6.742931842803955	1.3398475646972656	13.589629054069519	251
ne_star	south	2016	2015-09-01	4.43064022064209	4.428267955780029	2.0399227142333984	12.2172212600708	224
ne_star	south	2017	2016-09-01	6.337116241455078	6.1481781005859375	1.8321000337600708	10.919254700342814	293
ne_star	south	2018	2017-09-01	5.158034324645996	5.12608003616333	1.649245262145996	10.274688380105156	335
ne_star	south	2019	2018-09-01	9.51777458190918	9.473979949951172	2.926644802093506	9.652381598949432	235
ne_star	south	2020	2019-09-01	4.01902961730957	3.9090120792388916	1.2356590032577515	9.621353520287407	326
ne_star	south	2021	2020-09-01	36.75697326660156	35.7303581237793	7.155646800994873	9.061732292175293	254
ne_star	south	2022	2021-09-01	6.645453929901123	7.1116838455200195	3.2969682216644287	10.35110033642162	189
ne_star	south	2023	2022-09-01	5.680632591247559	7.0933380126953125	1.328515887260437	10.082108040650686	377
ne_star	south	2024	2023-09-01	5.741217613220215	5.952847480773926	1.4991406202316284	9.743651426755465	367
