predictors	hemisphere	forecast_year	predictor	coefficient	validation_timepoint
ne_star-lbi	south	2013	ne_star	-0.6361440387645669	2012-09-01
ne_star-lbi	south	2013	lbi	-0.870248755209466	2012-09-01
ne_star-lbi	south	2014	ne_star	0.6665169447862012	2013-09-01
ne_star-lbi	south	2014	lbi	2.491834196370548	2013-09-01
ne_star-lbi	south	2015	ne_star	1.859714387621243	2014-09-01
ne_star-lbi	south	2015	lbi	3.730928960630008	2014-09-01
ne_star-lbi	south	2016	ne_star	1.657965763396021	2015-09-01
ne_star-lbi	south	2016	lbi	3.548027314369641	2015-09-01
ne_star-lbi	south	2017	ne_star	1.5941884028606066	2016-09-01
ne_star-lbi	south	2017	lbi	3.488733214262316	2016-09-01
ne_star-lbi	south	2018	ne_star	1.5939406031935808	2017-09-01
ne_star-lbi	south	2018	lbi	3.4885155132412313	2017-09-01
ne_star-lbi	south	2019	ne_star	1.60965069174256	2018-09-01
ne_star-lbi	south	2019	lbi	3.505137438784438	2018-09-01
ne_star-lbi	south	2020	ne_star	1.114421926614161	2019-09-01
ne_star-lbi	south	2020	lbi	3.0215501942236256	2019-09-01
ne_star-lbi	south	2021	ne_star	1.079357044899284	2020-09-01
ne_star-lbi	south	2021	lbi	2.9767785195740024	2020-09-01
ne_star-lbi	south	2022	ne_star	1.0365464315784	2021-09-01
ne_star-lbi	south	2022	lbi	3.0208524625882225	2021-09-01
ne_star-lbi	south	2023	ne_star	1.1096716444874557	2022-09-01
ne_star-lbi	south	2023	lbi	3.0198938619819193	2022-09-01
ne_star-lbi	south	2024	ne_star	-0.0022622260798387042	2023-09-01
ne_star-lbi	south	2024	lbi	2.8891084471768895	2023-09-01
