subtype,year,hemisphere,clade,freq_prev,E_pre_fit,E_pre_freq,G_pre_fit,G_pre_freq,D_pre_fit,D_pre_freq,E+G_pre_fit,E+G_pre_freq,E+D_pre_fit,E+D_pre_freq,G+D_pre_fit,G+D_pre_freq,E+G+D_pre_fit,E+G+D_pre_freq
H3N2,2019,south,3C.2a1,0.028986,-1.464258,0.019105,-1.394487,0.009053,-1.956275,0.005101,-2.179842,0.01775,-2.679905,0.005029,-2.726123,0.00376,-3.430066,0.003979
H3N2,2019,south,3C.2a1b.1,0.155518,-0.970525,0.167946,-1.001863,0.071928,-0.650992,0.100953,-1.674617,0.157836,-1.356573,0.101351,-1.381082,0.077439,-2.077304,0.082574
H3N2,2019,south,3C.2a1b.2,0.010591,-1.781828,0.005081,-1.079542,0.004532,-1.059242,0.004571,-2.488351,0.004764,-1.793124,0.004461,-1.797664,0.003477,-2.520043,0.003612
H3N2,2019,south,3C.2a2,0.695095,-1.215841,0.587343,-0.008336,0.868246,-0.021295,0.846946,-1.817897,0.611282,-0.736281,0.842326,-0.445576,0.882084,-1.218607,0.871034
H3N2,2019,south,3C.2a3,0.017837,-0.557058,0.029126,-2.606525,0.001658,-1.495539,0.004976,-1.302082,0.026275,-2.181372,0.005095,-2.3715,0.003299,-3.008991,0.00373
H3N2,2019,south,3C.3a1,0.068562,-0.020775,0.1914,-0.66113,0.044584,-0.823516,0.037454,-0.712621,0.182094,-1.42473,0.041738,-1.512333,0.029941,-2.114628,0.03507
H3N2,2020,north,3C.2a1b.1,0.038557,-1.742967,0.013303,-3.93136,0.00115,-2.990509,0.002936,-2.517402,0.012107,-3.723173,0.002787,-3.978048,0.001982,-4.582359,0.002231
H3N2,2020,north,3C.2a1b.1a,0.045477,-0.175986,0.075191,-0.984184,0.025844,-0.963365,0.026292,-0.879511,0.073462,-1.616159,0.027034,-1.691517,0.023004,-2.3007,0.025773
H3N2,2020,north,3C.2a1b.1b,0.152249,-0.057565,0.283373,-0.469477,0.144765,-0.452535,0.146704,-0.74052,0.28261,-1.077528,0.155097,-1.112116,0.137468,-1.71107,0.155595
H3N2,2020,north,3C.2a1b.2,0.052892,-2.282104,0.010644,-1.677709,0.015023,-1.507988,0.017738,-3.005102,0.010198,-2.256973,0.016566,-2.303998,0.014501,-3.039216,0.014323
H3N2,2020,north,3C.2a1b.2a,0.175482,-1.6407,0.067064,-0.203385,0.217723,-1.086752,0.089678,-2.304506,0.068176,-1.816164,0.085407,-1.685537,0.089299,-2.485783,0.082646
H3N2,2020,north,3C.2a1b.2b,0.291152,-1.356944,0.147778,-0.015636,0.435843,-0.183974,0.36698,-1.970526,0.157967,-0.903954,0.352816,-0.638231,0.422252,-1.486573,0.372441
H3N2,2020,north,3C.3a1,0.240237,-0.162377,0.402648,-0.827714,0.15965,-0.040067,0.349672,-0.8606,0.395479,-0.690767,0.360293,-0.750234,0.311494,-1.365133,0.346992
H3N2,2020,south,3C.2a1b.1,0.139527,-0.54537,0.195138,-1.275721,0.135709,-0.851561,0.082307,-1.257663,0.196538,-1.53671,0.083892,-1.609925,0.089178,-2.278395,0.088966
H3N2,2020,south,3C.2a1b.1b,0.037857,-0.030948,0.088562,-2.106323,0.016046,-1.124852,0.016992,-0.764408,0.087329,-1.735237,0.018663,-1.958428,0.017077,-2.532089,0.01873
