predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
lbi	south	2013	2012-09-01	1.5324629545211792	1.5324509143829346	0.8135835528373718	2.4775060415267944	310
lbi	south	2014	2013-09-01	1.7114375829696655	1.7102134227752686	0.7537522315979004	2.161005218823751	179
lbi	south	2015	2014-09-01	2.721857786178589	2.7194035053253174	1.1935416460037231	2.0499224066734314	162
lbi	south	2016	2015-09-01	1.87586510181427	1.8450298309326172	0.5799286961555481	2.1871935606002806	268
lbi	south	2017	2016-09-01	1.1902215480804443	1.1902215480804443	0.5109732747077942	2.138755997021993	326
lbi	south	2018	2017-09-01	2.174286127090454	2.174286127090454	0.8460144996643066	2.003251075744629	325
lbi	south	2019	2018-09-01	3.4605093002319336	3.4651172161102295	0.8630292415618896	2.0240863412618637	305
lbi	south	2020	2019-09-01	3.0589513778686523	3.0618720054626465	0.7112210988998413	2.184495131174723	330
lbi	south	2021	2020-09-01	8.102814674377441	8.10284423828125	0.45503127574920654	2.272116005420685	254
lbi	south	2022	2021-09-01	3.223910331726074	3.223132610321045	0.8112668991088867	2.80236262624914	332
lbi	south	2023	2022-09-01	2.780043125152588	2.7827389240264893	0.9023489356040955	2.838022083044052	378
lbi	south	2024	2023-09-01	2.1554055213928223	2.156404972076416	0.6783755421638489	2.8338684302109938	389
