predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
ep_star	north	2013	2013-02-01	1.93562912940979	1.9617173671722412	0.7643134593963623	2.4491065740585327	145
ep_star	north	2014	2014-02-01	2.385820150375366	2.41436505317688	0.6031949520111084	2.321262538433075	80
ep_star	north	2015	2015-02-01	3.0110275745391846	3.0144407749176025	0.6710795760154724	2.3346078634262084	95
ep_star	north	2016	2016-02-01	1.4460099935531616	1.4696948528289795	0.6430944204330444	2.453627328077952	167
ep_star	north	2017	2017-02-01	2.9282455444335938	2.931094169616699	1.2812583446502686	2.3076245614460538	314
ep_star	north	2018	2018-02-01	4.034545421600342	4.048731803894043	0.7546067237854004	2.389636978507042	313
ep_star	north	2019	2019-02-01	3.768458366394043	3.6448709964752197	1.2593270540237427	2.569911519686381	194
ep_star	north	2020	2020-02-01	2.4984917640686035	2.5271248817443848	0.813098132610321	2.6881085991859437	351
ep_star	north	2021	2021-02-01	4.433582305908203	4.433582305908203	1.1769627332687378	2.6709445498206397	50
ep_star	north	2022	2022-02-01	3.480194568634033	3.505948781967163	0.6642612814903259	2.819010535875956	351
ep_star	north	2023	2023-02-01	2.5287551879882812	2.5211341381073	0.6845777630805969	2.870065551537734	311
ep_star	north	2024	2024-02-01	1.5638610124588013	1.5507928133010864	0.7244507670402527	2.8455234340259006	376
