predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
naive	north	2013	2013-02-01	1.9617173671722412	1.9617173671722412	0.7643134593963623	2.4765635331471763	145
naive	north	2014	2014-02-01	2.41436505317688	2.41436505317688	0.6031949520111084	2.3478519916534424	80
naive	north	2015	2015-02-01	3.0144407749176025	3.0144407749176025	0.6710795760154724	2.3611546039581297	95
naive	north	2016	2016-02-01	1.4696948528289795	1.4696948528289795	0.6430944204330444	2.4700356324513755	167
naive	north	2017	2017-02-01	2.931094169616699	2.931094169616699	1.2812583446502686	2.327129806791033	314
naive	north	2018	2018-02-01	4.048731803894043	4.048731803894043	0.7546067237854004	2.4026253521442413	313
naive	north	2019	2019-02-01	3.6448709964752197	3.6448709964752197	1.2593270540237427	2.5855260690053306	194
naive	north	2020	2020-02-01	2.5271248817443848	2.5271248817443848	0.813098132610321	2.6914605617523195	351
naive	north	2021	2021-02-01	4.433582305908203	4.433582305908203	1.1769627332687378	2.6765209544788706	50
naive	north	2022	2022-02-01	3.505948781967163	3.505948781967163	0.6642612814903259	2.8229427337646484	351
naive	north	2023	2023-02-01	2.5211341381073	2.5211341381073	0.6845777630805969	2.875481660549457	311
naive	north	2024	2024-02-01	1.5507928133010864	1.5507928133010864	0.7244507670402527	2.8501711232321605	376
