predictors	hemisphere	forecast_year	validation_timepoint	validation_error	null_validation_error	optimal_validation_error	training_error	validation_n
distance_from_consensus	north	2013	2013-02-01	1.3536232709884644	1.9617173671722412	0.7643134593963623	1.8627158403396606	145
distance_from_consensus	north	2014	2014-02-01	1.8867074251174927	2.41436505317688	0.6031949520111084	1.7504240572452545	80
distance_from_consensus	north	2015	2015-02-01	2.7048139572143555	3.0144407749176025	0.6710795760154724	1.797817873954773	95
distance_from_consensus	north	2016	2016-02-01	0.9134083986282349	1.4696948528289795	0.6430944204330444	1.9848297635714214	167
distance_from_consensus	north	2017	2017-02-01	2.606239080429077	2.931094169616699	1.2812583446502686	1.8376574260847909	314
distance_from_consensus	north	2018	2018-02-01	5.250799655914307	4.048731803894043	0.7546067237854004	1.945568896830082	313
distance_from_consensus	north	2019	2019-02-01	3.5155234336853027	3.6448709964752197	1.2593270540237427	2.3892403841018677	194
distance_from_consensus	north	2020	2020-02-01	1.8613656759262085	2.5271248817443848	0.813098132610321	2.5127309441566466	351
distance_from_consensus	north	2021	2021-02-01	4.521800994873047	4.433582305908203	1.1769627332687378	2.4534977782856333	50
distance_from_consensus	north	2022	2022-02-01	2.597565174102783	3.505948781967163	0.6642612814903259	2.6515746812025704	351
distance_from_consensus	north	2023	2023-02-01	1.9417920112609863	2.5211341381073	0.6845777630805969	2.635769330538236	311
distance_from_consensus	north	2024	2024-02-01	1.4080653190612793	1.5507928133010864	0.7244507670402527	2.5817318899290904	376
